"link-dtw-prod href","img-dtw-prod src","card-dtw-subtitulo","card-dtw-preco-dolar","card-dtw-codigo-lista","card-dtw-preco-real","card-dtw-preco-guarani"
"https://www.visaovip.com/produto/notebook/notebook-asus-e510-e510ka-ej562w-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-128gb-emmc-win11home-star-negro-espanol/51314","https://www.visaovip.com/imagem/notebook/notebook-asus-e510-e510ka-ej562w-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-128gb-emmc-win11home-star-negro-espanol/1/51314?pfdrid_c=true","Notebook ASUS E510 E510KA-EJ562W Intel Celeron N4500 Pantalla Full HD 15.6"" / 4GB de RAM / 128GB eMMC / Win11Home - Star Negro (Español)","U$ 202,00","Cód.: 51314","R$ 1.129,18","G$ 1.474.600"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-go-e1504ga-wb31-intel-core-i3-n305-pantalla-full-hd-15-6-8gb-de-ram-128gb-ssd-win11home-mixed-negro-ingles/51113","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-go-e1504ga-wb31-intel-core-i3-n305-pantalla-full-hd-15-6-8gb-de-ram-128gb-ssd-win11home-mixed-negro-ingles/1/51113?pfdrid_c=true","Notebook ASUS Vivobook GO E1504GA-WB31 Intel Core i3 N305 Pantalla Full HD 15.6"" / 8GB de RAM / 128GB SSD / Win11Home - Mixed Negro (Inglés)","U$ 255,00","Cód.: 51113","R$ 1.425,45","G$ 1.861.500"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-s15-oled-s5506ma-ws76-intel-core-ultra-7-155h-pantalla-oled-3k-15-6-16gb-de-ram-1tb-ssd-mist-azul-ingles/50821","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-s15-oled-s5506ma-ws76-intel-core-ultra-7-155h-pantalla-oled-3k-15-6-16gb-de-ram-1tb-ssd-mist-azul-ingles/1/50821?pfdrid_c=true","Notebook ASUS Vivobook S15 OLED S5506MA-WS76 Intel Core Ultra 7 155H Pantalla OLED 3K 15.6"" / 16GB de RAM / 1TB SSD - Mist Azul (Inglés)","U$ 779,00","Cód.: 50821","R$ 4.354,61","G$ 5.686.700"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-yoga-slim-7-14q8x9-snapdragon-x-elite-pantalla-touch-oled-3k-14-5-16gb-de-ram-512gb-ssd-cosmic-azul-83ed0001us-ingles/50257","https://www.visaovip.com/imagem/notebook/notebook-lenovo-yoga-slim-7-14q8x9-snapdragon-x-elite-pantalla-touch-oled-3k-14-5-16gb-de-ram-512gb-ssd-cosmic-azul-83ed0001us-ingles/1/50257?pfdrid_c=true","Notebook Lenovo Yoga Slim 7 14Q8X9 Snapdragon X Elite Pantalla Touch OLED 3K 14.5"" / 16GB de RAM / 512GB SSD - Cosmic Azul (83ED0001US) (Inglés)","U$ 930,00","Cód.: 50257","R$ 5.198,70","G$ 6.789.000"
"https://www.visaovip.com/produto/notebook/notebook-acer-swift-14-ai-sf14-11t-x3rz-snapdragon-x-elite-pantalla-touch-wqxga-14-5-16gb-de-ram-1tb-ssd-steel-gris/50244","https://www.visaovip.com/imagem/notebook/notebook-acer-swift-14-ai-sf14-11t-x3rz-snapdragon-x-elite-pantalla-touch-wqxga-14-5-16gb-de-ram-1tb-ssd-steel-gris/1/50244?pfdrid_c=true","Notebook Acer Swift 14 AI SF14-11T-X3RZ Snapdragon X Elite Pantalla Touch WQXGA 14.5"" / 16GB de RAM / 1TB SSD - Steel Gris","","Cód.: 50244","R$ 3.790,02","G$ 4.949.400"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-3-chrome-15ijl6-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-64gb-emmc-chromeos-artic-gris-ingles/50063","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-3-chrome-15ijl6-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-64gb-emmc-chromeos-artic-gris-ingles/1/50063?pfdrid_c=true","Notebook Lenovo IdeaPad 3 Chrome 15IJL6 Intel Celeron N4500 Pantalla Full HD 15.6"" / 4GB de RAM / 64GB eMMC / ChromeOS - Artic Gris (Inglés)","U$ 148,00","Cód.: 50063","R$ 827,32","G$ 1.080.400"
"https://www.visaovip.com/produto/notebook/notebook-samsung-galaxy-book-4-edge-np750xqa-kb2us-snapdragon-x-plus-pantalla-full-hd-15-6-16gb-de-ram-512gb-eufs-sapphire-azul-ingles/49754","https://www.visaovip.com/imagem/notebook/notebook-samsung-galaxy-book-4-edge-np750xqa-kb2us-snapdragon-x-plus-pantalla-full-hd-15-6-16gb-de-ram-512gb-eufs-sapphire-azul-ingles/1/49754?pfdrid_c=true","Notebook Samsung Galaxy Book 4 Edge NP750XQA-KB2US Snapdragon X Plus Pantalla Full HD 15.6"" / 16GB de RAM / 512GB eUFS - Sapphire Azul (Inglés)","U$ 760,00","Cód.: 49754","R$ 4.248,40","G$ 5.548.000"
"https://www.visaovip.com/produto/notebook/notebook-hp-255-g10-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-freedos-gris-ingles/49548","https://www.visaovip.com/imagem/notebook/notebook-hp-255-g10-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-freedos-gris-ingles/1/49548?pfdrid_c=true","Notebook HP 255 G10 AMD Ryzen 7 7730U Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / FreeDOS - Gris (Inglés)","U$ 448,00","Cód.: 49548","R$ 2.504,32","G$ 3.270.400"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fd0095wm-intel-core-i5-1235u-pantalla-full-hd-15-6-8gb-de-ram-256gb-ssd-win11home-plata-ingles/49358","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fd0095wm-intel-core-i5-1235u-pantalla-full-hd-15-6-8gb-de-ram-256gb-ssd-win11home-plata-ingles/1/49358?pfdrid_c=true","Notebook HP 15-FD0095WM Intel Core i5 1235U Pantalla Full HD 15.6"" / 8GB de RAM / 256GB SSD / Win11Home - Plata (Inglés)","U$ 407,00","Cód.: 49358","R$ 2.275,13","G$ 2.971.100"
"https://www.visaovip.com/produto/notebook/notebook-asus-l510ka-es04-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-128gb-emmc-star-negro-ingles/48802","https://www.visaovip.com/imagem/notebook/notebook-asus-l510ka-es04-intel-celeron-n4500-pantalla-full-hd-15-6-4gb-de-ram-128gb-emmc-star-negro-ingles/1/48802?pfdrid_c=true","Notebook ASUS L510KA-ES04 Intel Celeron N4500 Pantalla Full HD 15.6"" / 4GB de RAM / 128GB eMMC - Star Negro (Inglés)","U$ 207,00","Cód.: 48802","R$ 1.157,13","G$ 1.511.100"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-go-e1404fa-th31-amd-ryzen-3-7320u-pantalla-full-hd-14-0-4gb-de-ram-128gb-ssd-win11home-mixed-negro-ingles/48612","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-go-e1404fa-th31-amd-ryzen-3-7320u-pantalla-full-hd-14-0-4gb-de-ram-128gb-ssd-win11home-mixed-negro-ingles/1/48612?pfdrid_c=true","Notebook ASUS Vivobook GO E1404FA-TH31 AMD Ryzen 3 7320U Pantalla Full HD 14.0"" / 4GB de RAM / 128GB SSD / Win11Home - Mixed Negro (Inglés)","","Cód.: 48612","R$ 1.252,16","G$ 1.635.200"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fd1447nr-intel-core-ultra-7-155h-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-plata-ingles/48270","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fd1447nr-intel-core-ultra-7-155h-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-plata-ingles/1/48270?pfdrid_c=true","Notebook HP 15-FD1447NR Intel Core Ultra 7 155H Pantalla Touch Full HD 15.6"" / 16GB de RAM / 512GB SSD - Plata (Inglés)","U$ 730,00","Cód.: 48270","R$ 4.080,70","G$ 5.329.000"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-slim-5-16iru9-intel-core-7-150u-pantalla-touch-wuxga-16-0-16gb-de-ram-1tb-ssd-abyss-azul-83fw0001us-ingles/47909","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-slim-5-16iru9-intel-core-7-150u-pantalla-touch-wuxga-16-0-16gb-de-ram-1tb-ssd-abyss-azul-83fw0001us-ingles/1/47909?pfdrid_c=true","Notebook Lenovo IdeaPad Slim 5 16IRU9 Intel Core 7 150U Pantalla Touch WUXGA 16.0"" / 16GB de RAM / 1TB SSD - Abyss Azul (83FW0001US) (Inglés)","U$ 790,00","Cód.: 47909","R$ 4.416,10","G$ 5.767.000"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-16-i5640-7519blu-pus-intel-core-7-150u-pantalla-touch-full-hd--16-0-16gb-de-ram-1tb-ssd-win11home-ice-azul-ingles/47906","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-16-i5640-7519blu-pus-intel-core-7-150u-pantalla-touch-full-hd--16-0-16gb-de-ram-1tb-ssd-win11home-ice-azul-ingles/1/47906?pfdrid_c=true","Notebook Dell Inspiron 16 I5640-7519BLU-PUS Intel Core 7 150U Pantalla Touch Full HD+ 16.0"" / 16GB de RAM / 1TB SSD / Win11Home - Ice Azul (Inglés)","U$ 749,00","Cód.: 47906","R$ 4.186,91","G$ 5.467.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-16x-f1605va-ab74-intel-core-i7-1355u-pantalla-wuxga-16-0-16gb-de-ram-1tb-ssd-indie-negro-ingles/47723","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-16x-f1605va-ab74-intel-core-i7-1355u-pantalla-wuxga-16-0-16gb-de-ram-1tb-ssd-indie-negro-ingles/1/47723?pfdrid_c=true","Notebook ASUS Vivobook 16X F1605VA-AB74 Intel Core i7 1355U Pantalla WUXGA 16.0"" / 16GB de RAM / 1TB SSD - Indie Negro (Inglés)","U$ 616,00","Cód.: 47723","R$ 3.443,44","G$ 4.496.800"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-go-e1504ga-nj034w-intel-core-i3-n305-pantalla-full-hd-15-6-8gb-de-ram-256gb-ssd-mixed-negro-espanol/47669","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-go-e1504ga-nj034w-intel-core-i3-n305-pantalla-full-hd-15-6-8gb-de-ram-256gb-ssd-mixed-negro-espanol/1/47669?pfdrid_c=true","Notebook ASUS Vivobook GO E1504GA-NJ034W Intel Core i3 N305 Pantalla Full HD 15.6"" / 8GB de RAM / 256GB SSD - Mixed Negro (Español)","","Cód.: 47669","R$ 1.727,31","G$ 2.255.700"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fd0213nr-intel-core-i3-n305-pantalla-touch-hd-15-6-8gb-de-ram-256gb-ssd-plata-ingles/47455","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fd0213nr-intel-core-i3-n305-pantalla-touch-hd-15-6-8gb-de-ram-256gb-ssd-plata-ingles/1/47455?pfdrid_c=true","Notebook HP 15-FD0213NR Intel Core i3 N305 Pantalla Touch HD 15.6"" / 8GB de RAM / 256GB SSD - Plata (Inglés)","U$ 347,00","Cód.: 47455","R$ 1.939,73","G$ 2.533.100"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-i3535-a813blk-pus-amd-ryzen-7-7730u-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/47447","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-i3535-a813blk-pus-amd-ryzen-7-7730u-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/47447?pfdrid_c=true","Notebook Dell Inspiron 15 I3535-A813BLK-PUS AMD Ryzen 7 7730U Pantalla Touch Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 484,00","Cód.: 47447","R$ 2.705,56","G$ 3.533.200"
"https://www.visaovip.com/produto/notebook/notebook-gamer-hp-victus-15-fb2063dx-amd-ryzen-5-7535hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-radeon-rx6550m-4gb-negro-ingles/47235","https://www.visaovip.com/imagem/notebook/notebook-gamer-hp-victus-15-fb2063dx-amd-ryzen-5-7535hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-radeon-rx6550m-4gb-negro-ingles/1/47235?pfdrid_c=true","Notebook Gamer HP Victus 15-FB2063DX AMD Ryzen 5 7535HS Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home / Radeon RX6550M 4GB - Negro (Inglés)","U$ 579,00","Cód.: 47235","R$ 3.236,61","G$ 4.226.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-go-e1504fa-as54-amd-ryzen-5-7520u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-cool-plata-ingles/47230","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-go-e1504fa-as54-amd-ryzen-5-7520u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-cool-plata-ingles/1/47230?pfdrid_c=true","Notebook ASUS Vivobook GO E1504FA-AS54 AMD Ryzen 5 7520U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home - Cool Plata (Inglés)","U$ 397,00","Cód.: 47230","R$ 2.219,23","G$ 2.898.100"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-katana-a15-ai-b8vf-437us-amd-ryzen-7-8845hs-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-geforce-rtx4060-8gb-negro-ingles/46092","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-katana-a15-ai-b8vf-437us-amd-ryzen-7-8845hs-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-geforce-rtx4060-8gb-negro-ingles/1/46092?pfdrid_c=true","Notebook Gamer MSI Katana A15 AI B8VF-437US AMD Ryzen 7 8845HS Pantalla Full HD 15.6"" / 16GB de RAM / 1TB SSD / GeForce RTX4060 8GB - Negro (Inglés)","U$ 1.175,00","Cód.: 46092","R$ 6.568,25","G$ 8.577.500"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-x1504za-nj041w-intel-core-i5-1235u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/46008","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-x1504za-nj041w-intel-core-i5-1235u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/1/46008?pfdrid_c=true","Notebook ASUS Vivobook X1504ZA-NJ041W Intel Core i5 1235U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home - Quiet Azul (Inglés)","U$ 399,00","Cód.: 46008","R$ 2.230,41","G$ 2.912.700"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-1-15amn7-amd-ryzen-5-7520u-pantalla-touch-full-hd-15-6-8gb-de-ram-256gb-ssd-abyss-azul-82vg00myus-ingles/45949","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-1-15amn7-amd-ryzen-5-7520u-pantalla-touch-full-hd-15-6-8gb-de-ram-256gb-ssd-abyss-azul-82vg00myus-ingles/1/45949?pfdrid_c=true","Notebook Lenovo IdeaPad 1 15AMN7 AMD Ryzen 5 7520U Pantalla Touch Full HD 15.6"" / 8GB de RAM / 256GB SSD - Abyss Azul (82VG00MYUS) (Inglés)","U$ 348,00","Cód.: 45949","R$ 1.945,32","G$ 2.540.400"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-yoga-7-16iml9-intel-core-ultra-7-155u-pantalla-touch-wuxga-16-0-16gb-de-ram-1tb-ssd-storm-gris-83dl0002us-ingles/45855","https://www.visaovip.com/imagem/notebook/notebook-lenovo-yoga-7-16iml9-intel-core-ultra-7-155u-pantalla-touch-wuxga-16-0-16gb-de-ram-1tb-ssd-storm-gris-83dl0002us-ingles/1/45855?pfdrid_c=true","Notebook Lenovo Yoga 7 16IML9 Intel Core Ultra 7 155U Pantalla Touch WUXGA 16.0"" / 16GB de RAM / 1TB SSD - Storm Gris (83DL0002US) (Inglés)","U$ 744,00","Cód.: 45855","R$ 4.158,96","G$ 5.431.200"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-3000-3535-amd-ryzen-5-7520u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/45837","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-3000-3535-amd-ryzen-5-7520u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/45837?pfdrid_c=true","Notebook Dell Inspiron 15 3000-3535 AMD Ryzen 5 7520U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 369,00","Cód.: 45837","R$ 2.062,71","G$ 2.693.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-thin-15-b13uc-1000us-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-4gb-cosmos-gris-ingles/44887","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-thin-15-b13uc-1000us-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-4gb-cosmos-gris-ingles/1/44887?pfdrid_c=true","Notebook Gamer MSI THIN 15 B13UC-1000US Intel Core i5 13420H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX3050 4GB - Cosmos Gris (Inglés)","U$ 614,00","Cód.: 44887","R$ 3.432,26","G$ 4.482.200"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-3000-3520-intel-core-i5-1235u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/44785","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-3000-3520-intel-core-i5-1235u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/44785?pfdrid_c=true","Notebook Dell Inspiron 15 3000-3520 Intel Core i5 1235U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 409,00","Cód.: 44785","R$ 2.286,31","G$ 2.985.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-thin-gf63-12ve-437us-intel-core-i5-12450h-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-negro-ingles/41725","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-thin-gf63-12ve-437us-intel-core-i5-12450h-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-negro-ingles/1/41725?pfdrid_c=true","Notebook Gamer MSI THIN GF63 12VE-437US Intel Core i5 12450H Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home / GeForce RTX4050 6GB - Negro (Inglés)","U$ 668,00","Cód.: 41725","R$ 3.734,12","G$ 4.876.400"
"https://www.visaovip.com/produto/notebook/nb-lenovo-ideapad-3-15iau7-i3-1215u-1-2ghz-8gb-512gb-ssd-15-6-fhd-w11-ingles-arctic-cinza-82rk01aeus/54709","https://www.visaovip.com/imagem/notebook/nb-lenovo-ideapad-3-15iau7-i3-1215u-1-2ghz-8gb-512gb-ssd-15-6-fhd-w11-ingles-arctic-cinza-82rk01aeus/1/54709?pfdrid_c=true","NB LENOVO IDEAPAD 3 15IAU7 I3-1215U 1.2GHz/8GB/512GB SSD/15.6""FHD/W11/INGLES ARCTIC CINZA 82RK01AEUS","U$ 339,00","Cód.: 54709","R$ 1.895,01","G$ 2.474.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-lenovo-loq-15irx10-intel-core-i7-13650hx-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5050-8gb-luna-gris-83je000wus-ingles/54700","https://www.visaovip.com/imagem/notebook/notebook-gamer-lenovo-loq-15irx10-intel-core-i7-13650hx-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5050-8gb-luna-gris-83je000wus-ingles/1/54700?pfdrid_c=true","Notebook Gamer Lenovo LOQ 15IRX10 Intel Core i7 13650HX Pantalla Full HD 15.6"" / 16GB de RAM / 1TB SSD / Win11Home / GeForce RTX5050 8GB - Luna Gris (83JE000WUS) (Inglés)","U$ 1.099,00","Cód.: 54700","R$ 6.143,41","G$ 8.022.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-a16-amd-ryzen-7-7445hs-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-mecha-gris-ingles/54698","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-a16-amd-ryzen-7-7445hs-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-mecha-gris-ingles/1/54698?pfdrid_c=true","Notebook Gamer ASUS TUF A16 AMD Ryzen 7 7445HS Pantalla WUXGA 16.0"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX4050 6GB - Mecha Gris (Inglés)","U$ 769,00","Cód.: 54698","R$ 4.298,71","G$ 5.613.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-hp-victus-15-fa2082wm-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-geforce-rtx4050-6gb-negro-ingles/54697","https://www.visaovip.com/imagem/notebook/notebook-gamer-hp-victus-15-fa2082wm-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-geforce-rtx4050-6gb-negro-ingles/1/54697?pfdrid_c=true","Notebook Gamer HP Victus 15-FA2082WM Intel Core i5 13420H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / GeForce RTX4050 6GB - Negro (Inglés)","U$ 720,00","Cód.: 54697","R$ 4.024,80","G$ 5.256.000"
"https://www.visaovip.com/produto/notebook/notebook-gamer-acer-nitro-v-16-ai-anv16-42-r96p-amd-ryzen-7-260-pantalla-wuxga-16-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5050-8gb-shale-negro-ingles/54696","https://www.visaovip.com/imagem/notebook/notebook-gamer-acer-nitro-v-16-ai-anv16-42-r96p-amd-ryzen-7-260-pantalla-wuxga-16-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5050-8gb-shale-negro-ingles/1/54696?pfdrid_c=true","Notebook Gamer Acer Nitro V 16 AI ANV16-42-R96P AMD Ryzen 7 260 Pantalla WUXGA 16"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX5050 8GB - Shale Negro (Inglés)","U$ 969,00","Cód.: 54696","R$ 5.416,71","G$ 7.073.700"
"https://www.visaovip.com/produto/notebook/nb-hp-15-fc0146dx-amd-ryzen-5-7520u-2-8ghz-8gb-512gb-ssd-15-6%2527%2527fhd-ips-touch-w11-ingles-prata-c0cl9ua%2523aba/54695","https://www.visaovip.com/imagem/notebook/nb-hp-15-fc0146dx-amd-ryzen-5-7520u-2-8ghz-8gb-512gb-ssd-15-6%27%27fhd-ips-touch-w11-ingles-prata-c0cl9ua%23aba/1/54695?pfdrid_c=true","NB HP 15-FC0146DX AMD RYZEN 5 7520U 2.8GHZ/8GB/512GB SSD/15.6''FHD IPS/TOUCH/W11/INGLES PRATA C0CL9UA#ABA","U$ 410,00","Cód.: 54695","R$ 2.291,90","G$ 2.993.000"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-15-f1504va-is79t-intel-core-i7-1355u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-cool-plata-ingles/54694","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-15-f1504va-is79t-intel-core-i7-1355u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-cool-plata-ingles/1/54694?pfdrid_c=true","Notebook ASUS Vivobook 15 F1504VA-IS79T Intel Core i7 1355U Pantalla Full HD 15.6"" / 16GB de RAM / 1TB SSD / Win11Home - Cool Plata (Inglés)","U$ 609,00","Cód.: 54694","R$ 3.404,31","G$ 4.445.700"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-v15-g4-abp-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-gris-83cra021in-ingles/54670","https://www.visaovip.com/imagem/notebook/notebook-lenovo-v15-g4-abp-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-gris-83cra021in-ingles/1/54670?pfdrid_c=true","Notebook Lenovo V15 G4 ABP AMD Ryzen 7 7730U Pantalla Full HD 15.6"" / 16GB de RAM / 1TB SSD - Gris (83CRA021IN) (Inglés)","U$ 497,00","Cód.: 54670","R$ 2.778,23","G$ 3.628.100"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-v15-g4-amn-amd-ryzen-5-7520u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-gris-83cqa008in-ingles/54669","https://www.visaovip.com/imagem/notebook/notebook-lenovo-v15-g4-amn-amd-ryzen-5-7520u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-gris-83cqa008in-ingles/1/54669?pfdrid_c=true","Notebook Lenovo V15 G4 AMN AMD Ryzen 5 7520U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD - Gris (83CQA008IN) (Inglés)","U$ 365,00","Cód.: 54669","R$ 2.040,35","G$ 2.664.500"
"https://www.visaovip.com/produto/notebook/nb-hp-15-fc0039nq-amd-ryzen-7-5825u-2-0ghz-16gb-512gb-ssd-15-6%2527%2527fhd-w11-ingles-cinza-bk2p8ea%2523ake/54668","https://www.visaovip.com/imagem/notebook/nb-hp-15-fc0039nq-amd-ryzen-7-5825u-2-0ghz-16gb-512gb-ssd-15-6%27%27fhd-w11-ingles-cinza-bk2p8ea%23ake/1/54668?pfdrid_c=true","NB HP 15-FC0039NQ AMD RYZEN 7 5825U 2.0GHz/16GB/512GB SSD/15.6''FHD/W11/INGLES CINZA BK2P8EA#AKE","U$ 449,00","Cód.: 54668","R$ 2.509,91","G$ 3.277.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-gigabyte-aero-x16-1wh93usc64ah-amd-ryzen-ai-7-350-pantalla-qhd--16-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-gris-ingles/54667","https://www.visaovip.com/imagem/notebook/notebook-gamer-gigabyte-aero-x16-1wh93usc64ah-amd-ryzen-ai-7-350-pantalla-qhd--16-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-gris-ingles/1/54667?pfdrid_c=true","Notebook Gamer Gigabyte Aero X16 1WH93USC64AH AMD Ryzen AI 7 350 Pantalla QHD+ 16"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5070 8GB - Gris (Inglés)","U$ 1.490,00","Cód.: 54667","R$ 8.329,10","G$ 10.877.000"
