"no-underline href","mb-2 src","p-0","p-0 2","p-0 3","m-0","m-0 2"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-2tb-portatil-xs1000-preto-sxs1000-2000g/40664/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-2tb-portatil-xs1000-preto-sxs10002000g/40664/582965.jpg","SSD Externo Kingston 2TB Portátil XS1000 - Preto (SXS1000/2000G)","SSD Externo","KINGSTON","U$ 205,00","40664"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-512gb-p220-2-5-sata-3-p220s512g25/41606/","https://cdn.visaovip.com/img/prod/ssd-patriot-512gb-p220-25-sata-3-p220s512g25/41606/594433.jpg","SSD Patriot 512GB P220 2.5"" SATA 3 - P220S512G25","SSD 2.5""","PATRIOT","U$ 73,50","41606"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-samsung-m-2-1tb-990-pro-nvme-mz-v9p1t0b-am/41102/","https://cdn.visaovip.com/img/prod/ssd-samsung-m2-1tb-990-pro-nvme-mz-v9p1t0bam/41102/587861.jpg","SSD Samsung M.2 1TB 990 Pro NVMe - MZ-V9P1T0B/AM","SSD M.2 NVMe","SAMSUNG","U$ 251,00","41102"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-1tb-portatil-xs1000-preto-sxs1000-1000g/40663/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-1tb-portatil-xs1000-preto-sxs10001000g/40663/582961.jpg","SSD Externo Kingston 1TB Portátil XS1000 - Preto (SXS1000/1000G)","SSD Externo","KINGSTON","U$ 125,00","40663"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-250gb-sn350-green-nvme-wds250g2g0c/40259/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-250gb-sn350-green-nvme-wds250g2g0c/40259/581097.jpg","SSD Western Digital M.2 250GB SN350 Green NVMe - WDS250G2G0C","SSD M.2 NVMe","WESTERN DIGITAL","U$ 58,90","40259"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-500gb-sn350-green-nvme-wds500g2g0c/40255/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-500gb-sn350-green-nvme-wds500g2g0c/40255/581129.jpg","SSD Western Digital M.2 500GB SN350 Green NVMe - WDS500G2G0C","SSD M.2 NVMe","WESTERN DIGITAL","U$ 88,00","40255"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-128gb-p220-2-5-sata-3-p220s128g25/39977/","https://cdn.visaovip.com/img/prod/ssd-patriot-128gb-p220-25-sata-3-p220s128g25/39977/579721.jpg","SSD Patriot 128GB P220 2.5"" SATA 3 - P220S128G25","SSD 2.5""","PATRIOT","U$ 29,50","39977"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-1tb-sn350-green-nvme-wds100t2g0c/39969/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-1tb-sn350-green-nvme-wds100t2g0c/39969/687105.jpg","SSD Western Digital M.2 1TB SN350 Green NVMe - WDS100T2G0C","SSD M.2 NVMe","WESTERN DIGITAL","U$ 135,00","39969"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-7-68tb-dc600m-2-5-sata-3-sedc600m-7680g-server/39136/","https://cdn.visaovip.com/img/prod/ssd-kingston-768tb-dc600m-25-sata-3-sedc600m7680g-server/39136/576139.jpg","SSD Kingston 7.68TB DC600M 2.5"" SATA 3 - SEDC600M/7680G (Server)","SSD 2.5""","KINGSTON","U$ 2.250,00","39136"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-3-84tb-dc600m-2-5-sata-3-sedc600m-3840g-server/39127/","https://cdn.visaovip.com/img/prod/ssd-kingston-384tb-dc600m-25-sata-3-sedc600m3840g-server/39127/576095.jpg","SSD Kingston 3.84TB DC600M 2.5"" SATA 3 - SEDC600M/3840G (Server)","SSD 2.5""","KINGSTON","U$ 955,00","39127"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-960gb-dc600m-2-5-sata-3-sedc600m-960g-server/39125/","https://cdn.visaovip.com/img/prod/ssd-kingston-960gb-dc600m-25-sata-3-sedc600m960g-server/39125/576099.jpg","SSD Kingston 960GB DC600M 2.5"" SATA 3 - SEDC600M/960G (Server)","SSD 2.5""","KINGSTON","U$ 405,00","39125"
"https://www.visaovip.com/prod/ssd-2-5/ssd-msi-spatium-s270-480gb-2-5-sata-3/38082/","https://cdn.visaovip.com/img/prod/ssd-msi-spatium-s270-480gb-25-sata-3/38082/570938.jpg","SSD MSI Spatium S270 480GB 2.5"" SATA 3","SSD 2.5""","MSI","U$ 64,90","38082"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-1-92tb-dc600m-2-5-sata-3-sedc600m-1920g-server/39126/","https://cdn.visaovip.com/img/prod/ssd-kingston-192tb-dc600m-25-sata-3-sedc600m1920g-server/39126/576107.jpg","SSD Kingston 1.92TB DC600M 2.5"" SATA 3 - SEDC600M/1920G (Server)","SSD 2.5""","KINGSTON","U$ 745,00","39126"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-1tb-fury-renegade-nvme-sfyrsk-1000g/38562/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-1tb-fury-renegade-nvme-sfyrsk1000g/38562/573497.jpg","SSD Kingston M.2 1TB Fury Renegade NVMe - SFYRSK/1000G","SSD M.2 NVMe","KINGSTON","U$ 304,00","38562"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-2tb-g26-plus-2-5-sata-3-sdssda-2t00-g26/38196/","https://cdn.visaovip.com/img/prod/ssd-sandisk-2tb-g26-plus-25-sata-3-sdssda-2t00-g26/38196/571826.jpg","SSD SanDisk 2TB G26 Plus 2.5"" SATA 3 - SDSSDA-2T00-G26","SSD 2.5""","SANDISK","U$ 295,00","38196"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-2tb-nvme-kdnv2t4-0-16gts/38098/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-2tb-nvme-kdnv2t40-16gts/38098/571003.jpg","SSD Keepdata M.2 2TB NVMe - KDNV2T4.0-16GTS","SSD M.2 NVMe","KEEPDATA","U$ 279,90","38098"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-1tb-nvme-kdnv1t4-0-16gts/38097/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-1tb-nvme-kdnv1t40-16gts/38097/570999.jpg","SSD Keepdata M.2 1TB NVMe - KDNV1T4.0-16GTS","SSD M.2 NVMe","KEEPDATA","U$ 159,90","38097"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-512gb-nvme-kdnv512g4-0-16gts/38096/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-512gb-nvme-kdnv512g40-16gts/38096/571007.jpg","SSD Keepdata M.2 512GB NVMe - KDNV512G4.0-16GTS","SSD M.2 NVMe","KEEPDATA","U$ 89,90","38096"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-256gb-p220-2-5-sata-3-p220s256g25/37915/","https://cdn.visaovip.com/img/prod/ssd-patriot-256gb-p220-25-sata-3-p220s256g25/37915/570367.jpg","SSD Patriot 256GB P220 2.5"" SATA 3 - P220S256G25","SSD 2.5""","PATRIOT","U$ 45,50","37915"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-512gb-legend-710-nvme-aleg-710-512gcs/37508/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-512gb-legend-710-nvme-aleg-710-512gcs/37508/568574.jpg","SSD ADATA M.2 512GB Legend 710 NVMe - ALEG-710-512GCS","SSD M.2 NVMe","ADATA","U$ 82,50","37508"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-1tb-legend-710-nvme-aleg-710-1tcs/37507/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-1tb-legend-710-nvme-aleg-710-1tcs/37507/568570.jpg","SSD ADATA M.2 1TB Legend 710 NVMe - ALEG-710-1TCS","SSD M.2 NVMe","ADATA","U$ 139,00","37507"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-1tb-sn850x-black-nvme-wds100t2x0e-00bca0/36649/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-1tb-sn850x-black-nvme-wds100t2x0e-00bca0/36649/564739.jpg","SSD Western Digital M.2 1TB SN850X Black NVMe - WDS100T2X0E-00BCA0","SSD M.2 NVMe","WESTERN DIGITAL","U$ 189,00","36649"
"https://www.visaovip.com/prod/ssd-2-5/ssd-lexar-960gb-nq100-2-5-sata-3-lnq100x960g-rnnnu/36972/","https://cdn.visaovip.com/img/prod/ssd-lexar-960gb-nq100-25-sata-3-lnq100x960g-rnnnu/36972/566115.jpg","SSD Lexar 960GB NQ100 2.5"" SATA 3 - LNQ100X960G-RNNNU","SSD 2.5""","LEXAR","U$ 107,00","36972"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-1tb-2-5-sata-3-10x-kds1t-l21/36698/","https://cdn.visaovip.com/img/prod/ssd-keepdata-1tb-25-sata-3-10x-kds1t-l21/36698/565118.jpg","SSD Keepdata 1TB 2.5"" SATA 3 - 10X KDS1T-L21","SSD 2.5""","KEEPDATA","U$ 123,90","36698"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-1tb-sn850x-black-nvme-wds100t2xhe-00bca0-com-dissipador/36650/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-1tb-sn850x-black-nvme-wds100t2xhe-00bca0-com-dissipador/36650/564735.jpg","SSD Western Digital M.2 1TB SN850X  Black NVMe - WDS100T2XHE-00BCA0 (Com Dissipador)","SSD M.2 NVMe","WESTERN DIGITAL","U$ 283,00","36650"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-2tb-kc600-2-5-sata-3-skc600-2048g/35876/","https://cdn.visaovip.com/img/prod/ssd-kingston-2tb-kc600-25-sata-3-skc6002048g/35876/561022.jpg","SSD Kingston 2TB KC600 2.5"" SATA 3 - SKC600/2048G","SSD 2.5""","KINGSTON","U$ 299,00","35876"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-480gb-p310-nvme-p310p480gm28/35873/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-480gb-p310-nvme-p310p480gm28/35873/561018.jpg","SSD Patriot M.2 480GB P310 NVMe - P310P480GM28","SSD M.2 NVMe","PATRIOT","U$ 80,00","35873"
"https://www.visaovip.com/prod/ssd-2-5/ssd-crucial-240gb-bx500-2-5-sata-3-ct240bx500ssd1/18338/","https://cdn.visaovip.com/img/prod/ssd-crucial-240gb-bx500-25-sata-3-ct240bx500ssd1/18338/589567.jpg","SSD Crucial 240GB BX500 2.5"" SATA 3 - CT240BX500SSD1","SSD 2.5""","CRUCIAL","U$ 51,50","18338"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-480gb-g26-plus-2-5-sata-3-sdssda-480g-g26/16394/","https://cdn.visaovip.com/img/prod/ssd-sandisk-480gb-g26-plus-25-sata-3-sdssda-480g-g26/16394/618081.jpg","SSD SanDisk 480GB G26 Plus 2.5"" SATA 3 - SDSSDA-480G-G26","SSD 2.5""","SANDISK","U$ 87,00","16394"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-2tb-2-5-sata-3-10x-kds2t-l21/35430/","https://cdn.visaovip.com/img/prod/ssd-keepdata-2tb-25-sata-3-10x-kds2t-l21/35430/558619.jpg","SSD Keepdata 2TB 2.5"" SATA 3 - 10X KDS2T-L21","SSD 2.5""","KEEPDATA","U$ 214,90","35430"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-keepdata-m-2-2tb-sata-3-kdm2t-j12/35429/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-2tb-sata-3-kdm2t-j12/35429/639441.jpg","SSD Keepdata M.2 2TB SATA 3 - KDM2T-J12","SSD M.2 SATA","KEEPDATA","U$ 214,90","35429"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-4tb-kc3000-nvme-skc3000d-4096g/35416/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-4tb-kc3000-nvme-skc3000d4096g/35416/558558.jpg","SSD Kingston M.2 4TB KC3000 NVMe - SKC3000D/4096G","SSD M.2 NVMe","KINGSTON","U$ 590,00","35416"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-4tb-portatil-xs2000-prata-preto-sxs2000-4000g/35414/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-4tb-portatil-xs2000-prata-preto-sxs20004000g/35414/558562.jpg","SSD Externo Kingston 4TB Portátil XS2000 - Prata / Preto (SXS2000/4000G)","SSD Externo","KINGSTON","U$ 499,00","35414"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-2tb-nvme-kdnv2t-j12/35336/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-2tb-nvme-kdnv2t-j12/35336/639437.jpg","SSD Keepdata M.2 2TB NVMe - KDNV2T-J12","SSD M.2 NVMe","KEEPDATA","U$ 219,90","35336"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-512gb-nvme-kdnv512g-j12/31864/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-512gb-nvme-kdnv512g-j12/31864/639425.jpg","SSD Keepdata M.2 512GB NVMe - KDNV512G-J12","SSD M.2 NVMe","KEEPDATA","U$ 77,90","31864"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-256gb-kc600-2-5-sata-3-skc600-256g/31073/","https://cdn.visaovip.com/img/prod/ssd-kingston-256gb-kc600-25-sata-3-skc600256g/31073/561715.jpg","SSD Kingston 256GB KC600 2.5"" SATA 3 - SKC600/256G","SSD 2.5""","KINGSTON","U$ 75,00","31073"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-500gb-sa510-blue-2-5-sata-3-wds500g3b0a/34978/","https://cdn.visaovip.com/img/prod/ssd-western-digital-500gb-sa510-blue-25-sata-3-wds500g3b0a/34978/668825.jpg","SSD Western Digital 500GB SA510 Blue 2.5"" SATA 3 - WDS500G3B0A","SSD 2.5""","WESTERN DIGITAL","U$ 95,00","34978"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-512gb-kc3000-nvme-skc3000s-512g/34776/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-512gb-kc3000-nvme-skc3000s512g/34776/555425.jpg","SSD Kingston M.2 512GB KC3000 NVMe - SKC3000S/512G","SSD M.2 NVMe","KINGSTON","U$ 145,00","34776"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-1tb-kc3000-nvme-skc3000s-1024g/34774/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-1tb-kc3000-nvme-skc3000s1024g/34774/555421.jpg","SSD Kingston M.2 1TB KC3000 NVMe - SKC3000S/1024G","SSD M.2 NVMe","KINGSTON","U$ 219,00","34774"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-keepdata-m-2-1tb-sata-3-kdm1t-j12/34481/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-1tb-sata-3-kdm1t-j12/34481/639433.jpg","SSD Keepdata M.2 1TB SATA 3 - KDM1T-J12","SSD M.2 SATA","KEEPDATA","U$ 123,90","34481"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-1tb-nvme-kdnv1t-j12/34432/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-1tb-nvme-kdnv1t-j12/34432/639429.jpg","SSD Keepdata M.2 1TB NVMe - KDNV1T-J12","SSD M.2 NVMe","KEEPDATA","U$ 134,90","34432"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-western-digital-m-2-240gb-green-sata-3-wds240g3g0b/34093/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-240gb-green-sata-3-wds240g3g0b/34093/668833.jpg","SSD Western Digital M.2 240GB Green SATA 3 - WDS240G3G0B","SSD M.2 SATA","WESTERN DIGITAL","U$ 59,00","34093"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-240gb-green-2-5-sata-3-wds240g3g0a/34091/","https://cdn.visaovip.com/img/prod/ssd-western-digital-240gb-green-25-sata-3-wds240g3g0a/34091/552188.jpg","SSD Western Digital 240GB Green 2.5"" SATA 3 - WDS240G3G0A","SSD 2.5""","WESTERN DIGITAL","U$ 59,90","34091"
"https://www.visaovip.com/prod/ssd-2-5/ssd-lexar-480gb-nq100-2-5-sata-3-lnq100x480g-rnnnu/33799/","https://cdn.visaovip.com/img/prod/ssd-lexar-480gb-nq100-25-sata-3-lnq100x480g-rnnnu/33799/550938.jpg","SSD Lexar 480GB NQ100 2.5"" SATA 3 - LNQ100X480G-RNNNU","SSD 2.5""","LEXAR","U$ 65,50","33799"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-2tb-portatil-xs2000-prata-preto-sxs2000-2000g/32941/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-2tb-portatil-xs2000-prata-preto-sxs20002000g/32941/548014.jpg","SSD Externo Kingston 2TB Portátil XS2000 - Prata / Preto (SXS2000/2000G)","SSD Externo","KINGSTON","U$ 275,00","32941"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-kingston-1tb-portatil-xs2000-prata-preto-sxs2000-1000g/32766/","https://cdn.visaovip.com/img/prod/ssd-externo-kingston-1tb-portatil-xs2000-prata-preto-sxs20001000g/32766/547896.jpg","SSD Externo Kingston 1TB Portátil XS2000 - Prata / Preto (SXS2000/1000G)","SSD Externo","KINGSTON","U$ 139,00","32766"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-2tb-sn350-green-nvme-wds200t3g0c/32382/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-2tb-sn350-green-nvme-wds200t3g0c/32382/688081.jpg","SSD Western Digital M.2 2TB SN350 Green NVMe - WDS200T3G0C","SSD M.2 NVMe","WESTERN DIGITAL","U$ 219,00","32382"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-240gb-p310-nvme-p310p240gm28/32366/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-240gb-p310-nvme-p310p240gm28/32366/548327.jpg","SSD Patriot M.2 240GB P310 NVMe - P310P240GM28","SSD M.2 NVMe","PATRIOT","U$ 54,50","32366"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-512gb-xpg-gammix-s70-blade-nvme-agammixs70b-512g-cs/31924/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-512gb-xpg-gammix-s70-blade-nvme-agammixs70b-512g-cs/31924/558195.jpg","SSD ADATA M.2 512GB XPG Gammix S70 Blade NVMe - AGAMMIXS70B-512G-CS","SSD M.2 NVMe","ADATA","U$ 96,50","31924"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-256gb-nvme-kdnv256g-j12/31863/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-256gb-nvme-kdnv256g-j12/31863/639421.jpg","SSD Keepdata M.2 256GB NVMe - KDNV256G-J12","SSD M.2 NVMe","KEEPDATA","U$ 49,90","31863"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-keepdata-m-2-128gb-nvme-kdnv128g-j12/31862/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-128gb-nvme-kdnv128g-j12/31862/555969.jpg","SSD Keepdata M.2 128GB NVMe - KDNV128G-J12","SSD M.2 NVMe","KEEPDATA","U$ 29,90","31862"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-keepdata-m-2-256gb-sata-3-kdm256g-j12/31686/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-256gb-sata-3-kdm256g-j12/31686/639417.jpg","SSD Keepdata M.2 256GB SATA 3 - KDM256G-J12","SSD M.2 SATA","KEEPDATA","U$ 38,90","31686"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-480gb-2-5-sata-3-oem-mv480gb/31382/","https://cdn.visaovip.com/img/prod/ssd-macrovip-480gb-25-sata-3-oem-mv480gb/31382/549969.jpg","SSD Macrovip 480GB 2.5"" SATA 3 - OEM (MV480GB)","SSD 2.5""","MACROVIP","U$ 64,50","31382"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-keepdata-m-2-128gb-sata-3-kdm128g-j12/31258/","https://cdn.visaovip.com/img/prod/ssd-keepdata-m2-128gb-sata-3-kdm128g-j12/31258/719007.jpg","SSD Keepdata M.2 128GB SATA 3 - KDM128G-J12","SSD M.2 SATA","KEEPDATA","U$ 22,90","31258"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-480gb-2-5-sata-3-10x-kds480g-l21/31202/","https://cdn.visaovip.com/img/prod/ssd-keepdata-480gb-25-sata-3-10x-kds480g-l21/31202/564014.jpg","SSD Keepdata 480GB 2.5"" SATA 3 -10X KDS480G-L21","SSD 2.5""","KEEPDATA","U$ 64,90","31202"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-1-92tb-burst-elite-2-5-sata-3-pbe192ts25ssdr/31157/","https://cdn.visaovip.com/img/prod/ssd-patriot-192tb-burst-elite-25-sata-3-pbe192ts25ssdr/31157/569202.jpg","SSD Patriot 1.92TB Burst Elite 2.5"" SATA 3 -  PBE192TS25SSDR","SSD 2.5""","PATRIOT","U$ 204,10","31157"
"https://www.visaovip.com/prod/ssd-2-5/ssd-kingston-512gb-kc600-2-5-sata-3-skc600-512g/31075/","https://cdn.visaovip.com/img/prod/ssd-kingston-512gb-kc600-25-sata-3-skc600512g/31075/570666.jpg","SSD Kingston 512GB KC600 2.5"" SATA 3 - SKC600/512G","SSD 2.5""","KINGSTON","U$ 143,00","31075"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-2tb-xpg-gammix-s70-blade-nvme-agammixs70b-2t-cs/30969/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-2tb-xpg-gammix-s70-blade-nvme-agammixs70b-2t-cs/30969/557011.jpg","SSD ADATA M.2 2TB XPG Gammix S70 Blade NVMe - AGAMMIXS70B-2T-CS","SSD M.2 NVMe","ADATA","U$ 304,00","30969"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-macrovip-m-2-256gb-gold-nvme-mvgld-256gb/30215/","https://cdn.visaovip.com/img/prod/ssd-macrovip-m2-256gb-gold-nvme-mvgld256gb/30215/550004.jpg","SSD Macrovip M.2 256GB Gold NVMe - MVGLD/256GB","SSD M.2 NVMe","MACROVIP","U$ 42,90","30215"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-1tb-2-5-sata-3-mv1tb/30209/","https://cdn.visaovip.com/img/prod/ssd-macrovip-1tb-25-sata-3-mv1tb/30209/550016.jpg","SSD Macrovip 1TB 2.5"" SATA 3 - MV1TB","SSD 2.5""","MACROVIP","U$ 116,00","30209"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-240gb-2-5-sata-3-oem-mv240gb/30164/","https://cdn.visaovip.com/img/prod/ssd-macrovip-240gb-25-sata-3-oem-mv240gb/30164/550018.jpg","SSD Macrovip 240GB 2.5"" SATA 3 - OEM (MV240GB)","SSD 2.5""","MACROVIP","U$ 38,50","30164"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-480gb-2-5-sata-3-mv480gb/28837/","https://cdn.visaovip.com/img/prod/ssd-macrovip-480gb-25-sata-3-mv480gb/28837/550022.jpg","SSD Macrovip 480GB 2.5"" SATA 3 - MV480GB","SSD 2.5""","MACROVIP","U$ 64,90","28837"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-240gb-2-5-sata-3-mv240gb/28832/","https://cdn.visaovip.com/img/prod/ssd-macrovip-240gb-25-sata-3-mv240gb/28832/550097.jpg","SSD Macrovip 240GB 2.5"" SATA 3 - MV240GB","SSD 2.5""","MACROVIP","U$ 38,90","28832"
"https://www.visaovip.com/prod/ssd-2-5/ssd-macrovip-120gb-2-5-sata-3-mv120gb/28830/","https://cdn.visaovip.com/img/prod/ssd-macrovip-120gb-25-sata-3-mv120gb/28830/550099.jpg","SSD Macrovip 120GB 2.5"" SATA 3 - MV120GB","SSD 2.5""","MACROVIP","U$ 18,90","28830"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-128gb-p300-nvme-p300p128gm28/28745/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-128gb-p300-nvme-p300p128gm28/28745/548336.jpg","SSD Patriot M.2 128GB P300 NVMe - P300P128GM28","SSD M.2 NVMe","PATRIOT","U$ 36,25","28745"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-1tb-p300-nvme-p300p1tbm28/28614/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-1tb-p300-nvme-p300p1tbm28/28614/575748.jpg","SSD Patriot M.2 1TB P300 NVMe - P300P1TBM28","SSD M.2 NVMe","PATRIOT","U$ 142,00","28614"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-1tb-xpg-gammix-s70-blade-nvme-agammixs70b-1t-cs/28191/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-1tb-xpg-gammix-s70-blade-nvme-agammixs70b-1t-cs/28191/557837.jpg","SSD ADATA M.2 1TB XPG Gammix S70 Blade NVMe - AGAMMIXS70B-1T-CS","SSD M.2 NVMe","ADATA","U$ 180,00","28191"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-240gb-2-5-sata-3-10x-kds240g-l21/27973/","https://cdn.visaovip.com/img/prod/ssd-keepdata-240gb-25-sata-3-10x-kds240g-l21/27973/639409.jpg","SSD Keepdata 240GB 2.5"" SATA 3 - 10X KDS240G-L21","SSD 2.5""","KEEPDATA","U$ 38,90","27973"
"https://www.visaovip.com/prod/ssd-2-5/ssd-gigabyte-1tb-2-5-sata-3-gp-gstfs31100tntd/27963/","https://cdn.visaovip.com/img/prod/ssd-gigabyte-1tb-25-sata-3-gp-gstfs31100tntd/27963/546862.jpg","SSD Gigabyte 1TB 2.5"" SATA 3 - GP-GSTFS31100TNTD","SSD 2.5""","GIGABYTE","U$ 119,00","27963"
"https://www.visaovip.com/prod/ssd-2-5/ssd-keepdata-120gb-2-5-sata-3-kds120g-l21/27912/","https://cdn.visaovip.com/img/prod/ssd-keepdata-120gb-25-sata-3-kds120g-l21/27912/639405.jpg","SSD Keepdata 120GB 2.5"" SATA 3 - KDS120G-L21","SSD 2.5""","KEEPDATA","U$ 21,90","27912"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-480gb-burst-elite-2-5-sata-3-pbe480gs25ssdr/27851/","https://cdn.visaovip.com/img/prod/ssd-patriot-480gb-burst-elite-25-sata-3-pbe480gs25ssdr/27851/577175.jpg","SSD Patriot 480GB Burst Elite 2.5"" SATA 3 - PBE480GS25SSDR","SSD 2.5""","PATRIOT","U$ 73,00","27851"
"https://www.visaovip.com/prod/ssd-2-5/ssd-patriot-128gb-p210-2-5-sata-3-p210s128g25/27434/","https://cdn.visaovip.com/img/prod/ssd-patriot-128gb-p210-25-sata-3-p210s128g25/27434/557007.jpg","SSD Patriot 128GB P210 2.5"" SATA 3 - P210S128G25","SSD 2.5""","PATRIOT","U$ 29,00","27434"
